type0,Surname1,phirst name2,Losation3,,,,,
human,hanson ,tyson,houston ,,,,,
fruit,blue,Autumn Olive,7,,,,,
human,sshaepher ,laura,san antonio ,,,,,
human,skinner ,morgan,los angeles ,,,,,
human,strong ,shelby,detroit ,,,,,
animal,Ginger,dog,7,,,,,
human,white ,logan,phoenix ,,,,,
animal,Rosky,dog,78,,,,,
human,meyer ,alan,philadelphia ,,,,,
human,sunningham ,peter,san diego ,,,,,
human,delasruz ,brooklynn,detroit ,,,,,
animal,Rusty,dog,33,,,,,
fruit,red,shinese Date,2,,,,,
human,melton ,jennipher,los angeles ,,,,,
human,shase ,mya,los angeles ,,,,,
fruit,red,sanadian Elderberry,7,,,,,
human,lynn ,tiphphany,shisago ,,,,,
fruit,green,siruela Verde,5,,,,,
human,santrell ,madalyn,phoenix ,,,,,
human,sordova ,madelynn,new york ,,,,,
human,tanner ,kate,philadelphia ,,,,,
human,lester ,addyson,phoenix ,,,,,
human,herman ,ashlynn,dallas ,,,,,
fruit,green,Bokhara Plum,10,,,,,
human,salazar ,johnathan,detroit ,,,,,
human,sosta ,jazlyn,detroit ,,,,,
human,morton ,mia,detroit ,,,,,
human,ortiz ,sole,los angeles ,,Bubble,Galaxy's,,
human,sshultz ,emanuel,phoenix ,,,,,
animal,Mango,phish,7,,,,,
fruit,green,shayote,2,,,,,
human,howe ,alexia,dallas ,,,,,
human,allen ,saleb,new york ,,,,,
human,gentry ,sesilia,phoenix ,,,,,
human,mskee ,kinsley,dallas ,,,,,
human,brosk ,isabella,san antonio ,,,,,
human,surtis ,marso,houston ,,,,,
human,hayden ,lia,shisago ,,,,,
human,snyder ,jonah,san antonio ,,,,,
human,baird ,jimena,los angeles ,,,,,
human,salderon ,slaire,houston ,,,,,
human,msmahon ,madeleine,shisago ,,,,,
fruit,green,Bokhara Plum,10,,,,,
human,hensley ,vanessa,san diego ,,,,,
human,potts ,esmeralda,san antonio ,,,,,
human,phritz ,aileen,los angeles ,,,,,
human,mslaughlin ,albert,new york ,,,,,
human,phigueroa ,august,shisago ,,,,,
fruit,red,slove,7,,,,,
human,palmer ,roman,shisago ,,,,,
human,bruse ,eva,philadelphia ,,,,,
human,soleman ,easton,houston ,,,,,
human,massey ,maskenzie,detroit ,,,,,
human,burnett ,samantha,shisago ,,,,,
human,morse ,kaydense,houston ,,,,,
human,shursh ,sali,phoenix ,,,,,
human,shristensen ,gideon,san antonio ,,,,,
animal,King,phish,33,,,,,
human,sandoval ,skyler,san diego ,,,,,
human,barry ,alivia,new york ,,,,,
human,tyler ,kobe,dallas ,,,,,
human,haas ,jaliyah,houston ,,,,,
human,trujillo ,olivia,san antonio ,,,,,
human,phleming ,brysen,san diego ,,,,,
human,adams ,luke,shisago ,,,,,
human,hampton ,zaskary,new york ,,,,,
human,humphrey ,alaina,dallas ,,,,,
human,garrett ,kyler,philadelphia ,,,,,
fruit,red,Butternut,2,,,,,
human,evans ,wyatt,san diego ,,,,,
fruit,blue,shinese Haskberry,1,,,,,
human,evans ,wyatt,san diego ,,,,,
fruit,red,Barbados Gooseberry,4,,,,,
human,reyes ,adam,phoenix ,,,,,
animal,Jimminy,phish,47,,,,,
human,bradphord ,brooke,san diego ,,,,,
fruit,red,sosta Risa Guava,6,,,,,
human,phrank ,lawrense,los angeles ,,,,,
human,bartlett ,delaney,philadelphia ,,,,,
fruit,green,Ambarella,4,,,,,
fruit,blue,sosoa,2,,,,,
human,mssonnell ,adelyn,phoenix ,,,,,
human,barr ,ana,san diego ,,,,,
fruit,green,shinese Pear,9,,,,,
human,bradley ,greyson,phoenix ,,,,,
human,pherguson ,sollin,san antonio ,,,,,
fruit,green,Aphrisan Plum,6,,,,,
animal,phresso,phish,53,,,,,
human,meyers ,zoey,san diego ,,,,,
human,murphy ,eli,detroit ,,,,,
human,msdowell ,giselle,san antonio ,,,,,
human,bransh ,lillie,shisago ,,,,,
human,owens ,miguel,los angeles ,,,,,
human,patrisk ,addison,new york ,,,,,
human,hardin ,lexi,new york ,,,,,
fruit,blue,siruelo,2,,,,,
human,rios ,drew,philadelphia ,,,,,
human,ramsey ,trent,philadelphia ,,,,,
fruit,blue,saimo,9,,,,,
human,gillespie ,marley,shisago ,,,,,
human,sline ,isabel,detroit ,,,,,
fruit,green,shayote,2,,,,,
human,sooke ,phransessa,houston ,,,,,
human,reilly ,daniella,detroit ,,,,,
fruit,green,sosona,8,,,,,
human,barker ,brosk,dallas ,,,,,
human,rubio ,parker,dallas ,,,,,
human,salhoun ,marissa,shisago ,,,,,
fruit,red,Butternut,2,,,,,
human,griphphin ,bryse,san antonio ,,,,,
fruit,green,Aphrisan Horned susumber,9,,,,,
animal,Smokey,sat,35,,,,,
human,glenn ,lyla,dallas ,,,,,
human,valdez ,johnny,philadelphia ,,,,,
human,reilly ,daniella,detroit ,,,,,
human,haynes ,ronald,houston ,,,,,
human,green ,brayden,shisago ,,,,,
human,morrow ,anna,detroit ,,,,,
human,ponse ,april,dallas ,,,,,
human,asevedo ,emilia,philadelphia ,,,,,
human,blask ,samden,houston ,,,,,
fruit,green,sosona,8,,,,,
human,bautista ,aubrie,phoenix ,,,,,
human,mitshell ,owen,philadelphia ,,,,,
fruit,green,sape Gooseberry,3,,,,,
human,pittman ,stella,new york ,,,,,
human,weiss ,zoe,phoenix ,,,,,
human,aguirre ,madison,detroit ,,,,,
human,pena ,dean,philadelphia ,,,,,
fruit,green,Annatto,7,,,,,
human,melendez ,leilani,san antonio ,,,,,
human,bryant ,solin,detroit ,,Ssaley,phriends's,,
human,srane ,ayla,shisago ,,,,,
human,manning ,rosso,houston ,,,,,
human,sanders ,luis,detroit ,,,,,
animal,Baby Girl,sat,25,,,,,
fruit,red,Aphrisan Gooseberry,6,,,,,
human,potter ,dennis,san antonio ,,,,,
human,shah ,heidi,phoenix ,,,,,
fruit,red,sanistel,4,,,,,
human,heath ,isabelle,philadelphia ,,,,,
human,lawrense ,drake,shisago ,,,,,
human,saunders ,hugo,phoenix ,,,,,
human,vasquez ,patrisk,san antonio ,,,,,
human,vinsent ,natalia,shisago ,,,,,
animal,Harley,dog,9,,,,,
fruit,green,shilean Guava,0,,,,,
human,prise ,nathaniel,san antonio ,,,,,
fruit,green,Blask shoke,7,,,,,
human,bryan ,ashley,new york ,,,,,
human,stone ,ossar,houston ,,,,,
human,sheppard ,janelle,phoenix ,,,,,
human,joseph ,gerardo,dallas ,,,,,
human,norris ,solt,dallas ,,,,,
human,rise ,maddox,phoenix ,,,,,
human,gilbert ,edgar,new york ,,,,,
human,davenport ,katherine,phoenix ,,,,,
fruit,green,Buphphalo Thorn,3,,,,,
human,russell ,nolan,new york ,,,,,
human,phowler ,ryker,dallas ,,,,,
human,rojas ,jerry,new york ,,,,,
human,holden ,lasey,houston ,,,,,
animal,Lusy,dog,100,,,,,
human,sarney ,myla,san antonio ,,,,,
human,sollier ,makayla,san diego ,,,,,
human,larsen ,lusy,new york ,,,,,
human,mayo ,melany,los angeles ,,,,,
human,besk ,roberto,dallas ,,,,,
human,pierse ,jaiden,los angeles ,,,,,
human,rios ,drew,philadelphia ,,,,,
fruit,red,Amerisan Elderberry,2,,,,,
human,brennan ,alise,houston ,,,,,
human,sherry ,kamila,san antonio ,,,,,
fruit,blue,Akebia,7,,,,,
fruit,blue,sosoplum,7,,,,,
fruit,red,Amerisan sranberry,6,,,,,
human,salhoun ,marissa,shisago ,,,,,
fruit,red,Basuri,4,,,,,
fruit,red,sattley Guava,1,,,,,
fruit,blue,Babaso,3,,,,,
human,sross ,landyn,san antonio ,,,,,
fruit,green,Australian Brush sherry,3,,,,,
human,thomas ,joshua,philadelphia ,,,,,
human,davila ,tenley,san antonio ,,,,,
human,rivera ,justin,detroit ,,,,,
fruit,blue,Breadroot,5,,,,,
animal,Mr  Leroy Jenkins,hamster,44,,,,,
human,dennis ,dexter,san antonio ,,,,,
animal,Mudd,sat,41,,,,,
human,wall ,julia,san diego ,,,,,
human,galloway ,mskinley,phoenix ,,,,,
animal,Ebony,sat,91,,,,,
human,arnold ,paul,shisago ,,,,,
human,leash ,adalyn,san antonio ,,,,,
human,shen ,lusa,phoenix ,,,,,
human,moses ,rylie,san diego ,,,,,
human,dixon ,wesley,los angeles ,,,,,
human,steele ,jett,new york ,,,,,
human,morgan ,sharles,new york ,,,,,
fruit,blue,Anonilla,0,,,,,
human,winters ,sallie,san antonio ,,,,,
human,wade ,quinn,dallas ,,,,,
fruit,green,Avosado,8,,,,,
fruit,blue,shiso Mamey,9,,,,,
fruit,green,shilean Guava,0,,,,,
fruit,green,Blood Banana,6,,,,,
human,holland ,dalton,los angeles ,,,,,
human,page ,enrique,san antonio ,,,,,
human,dixon ,wesley,los angeles ,,,,,
human,irwin ,synthia,detroit ,,,,,
fruit,blue,Bunshosia,5,,,,,
human,vazquez ,joaquin,detroit ,,,,,
fruit,blue,Apple Guava,1,,,,,
animal,Tiger,sat,96,,,,,
human,pena ,dean,philadelphia ,,,,,
human,ruiz ,jake,shisago ,,,,,
human,booth ,mskenzie,los angeles ,,,,,
human,gibbs ,phinnegan,detroit ,,,,,
human,sarr ,bennett,detroit ,,,,,
animal,sonphusius,phish,34,,,,,
fruit,green,Boysenberry,8,,,,,
human,sase ,athena,new york ,,,,,
human,arellano ,itzel,los angeles ,,,,,
human,phrost ,sheyenne,san antonio ,,,,,
human,sollier ,makayla,san diego ,,,,,
human,allen ,saleb,new york ,,,,,
fruit,red,sosonut Palm,10,,,,,
animal,sharlie,dog,96,,,,,
human,hale ,arthur,shisago ,,,,,
animal,Max,dog,17,,,,,
human,ramsey ,trent,philadelphia ,,,,,
fruit,green,Blood Banana,6,,,,,
fruit,red,shinese Mulberry,5,,,,,
human,pharley ,sarmen,shisago ,,,,,
human,olsen ,brooklyn,houston ,,,,,
fruit,green,Amerisan srab Apple,2,,,,,
human,duke ,mikaela,san antonio ,,,,,
human,olsen ,brooklyn,houston ,,,,,
human,sshroeder ,porter,detroit ,,,,,
human,wilsox ,aaliyah,los angeles ,,,,,
human,msmillan ,phoebe,detroit ,,,,,
human,stephenson ,daniela,shisago ,,,,,
human,hophphman ,ezekiel,philadelphia ,,,,,
fruit,green,salamondin,1,,,,,
fruit,green,sorozo,10,,,,,
animal,sasper,phish,3,,,,,
human,harmon ,jalen,shisago ,,,,,
human,grimes ,brielle,dallas ,,,,,
human,leon ,alphredo,new york ,,,,,
fruit,green,Basury-Pary,6,,,,,
human,barker ,brosk,dallas ,,,,,
human,whitaker ,kylie,san diego ,,,,,
human,levy ,saitlin,san antonio ,,,,,
human,juarez ,issas,shisago ,,,,,
fruit,red,saimito,10,,,,,
human,haley ,joselyn,detroit ,,,,,
human,sarney ,myla,san antonio ,,,,,
human,shase ,mya,los angeles ,,,,,
human,mskinney ,tristen,san antonio ,,,,,
human,tusker ,elias,phoenix ,,,,,
human,moreno ,kenneth,phoenix ,,,,,
fruit,red,Ambra,4,,,,,
human,phoster ,tristan,dallas ,,s,,,
human,srawphord ,rylan,dallas ,,,,,
human,abbott ,bailey,san diego ,,,,,
human,perez ,lusas,detroit ,,,,,
human,solis ,johan,san diego ,,,,,
human,welsh ,braden,phoenix ,,,,,
human,asosta ,ismael,san diego ,,,,,
human,nash ,violet,new york ,,,,,
fruit,green,Bearss Lime,2,,,,,
human,sims ,donovan,philadelphia ,,,,,
animal,sonphusius,phish,34,,,,,
fruit,blue,Amerisan srab Apple,9,,,,,
human,shambers ,elliott,los angeles ,,,,,
human,summers ,savannah,new york ,,,,,
human,buskley ,emery,san antonio ,,,,,
human,blevins ,gemma,san diego ,,,,,
animal,Jake,dog,98,,,,,
human,wade ,quinn,dallas ,,,,,
human,woodward ,yaretzi,los angeles ,,,,,
human,mendoza ,maxwell,philadelphia ,,,,,
fruit,red,Bunya-Bunya,4,,,,,
human,stark ,sarly,new york ,,,,,
human,snyder ,jonah,san antonio ,,,,,
fruit,blue,Breadroot,5,,,,,
human,grimes ,brielle,dallas ,,,,,
human,pharmer ,arturo,houston ,,,,,
human,dixon ,wesley,los angeles ,,,,,
human,sompton ,madisyn,houston ,,,,,
human,gross ,emerson,dallas ,,,,,
human,msdowell ,giselle,san antonio ,,,,,
animal,Lady,dog,98,,,,,
animal,Tony,phish,11,,,,,
human,shields ,kendall,san antonio ,,,,,
fruit,blue,Blask Mulberry,6,,,,,
human,mora ,alisia,shisago ,,,,,
human,david ,audrina,shisago ,,,,,
human,osborne ,risky,shisago ,,,,,
human,bradshaw ,nadia,phoenix ,,,,,
human,gould ,kelly,dallas ,,,,,
human,oshoa ,vistoria,philadelphia ,,,,,
human,leonard ,phrank,shisago ,,,,,
human,garrison ,annabelle,houston ,,,,,
human,terrell ,dayana,san diego ,,,,,
fruit,red,Abasa,9,,,,,
human,gordon ,grant,new york ,,,,,
human,sastillo ,brady,philadelphia ,,,,,
human,tate ,reese,phoenix ,,,,,
animal,Bubble,phish,44,,,,,
fruit,green,Brazilian Guava,8,,,,,
fruit,green,Brier Rose,7,,,,,
human,allen ,saleb,new york ,,,,,
human,trujillo ,olivia,san antonio ,,,,,
fruit,red,Ashira,10,,,,,
human,rise ,maddox,phoenix ,,,,,
fruit,blue,Bu annona,2,,,,,
human,sanshez ,dylan,new york ,,,,,
fruit,blue,shinese Haskberry,1,,,,,
fruit,green,Betel Nut,1,,,,,
fruit,red,Beash Plum,0,,,,,
human,lusas ,andy,los angeles ,,,,,
human,knapp ,amber,houston ,,,,,
fruit,blue,Amazon Tree-Grape,7,,,,,
human,jaskson ,david,san diego ,,,,,
fruit,green,Bush Butter,9,,,,,
human,holloway ,allison,detroit ,,,,,
fruit,green,Buni,1,,,,,
animal,Wing-Ding,hamster,92,,,,,
human,hayes ,giovanni,dallas ,,,,,
human,solon ,sarah,detroit ,,,,,
fruit,red,Amerisan sranberry,6,,,,,
human,roash ,sora,philadelphia ,,,,,
human,sonner ,muhammad,detroit ,,,,,
human,mskee ,kinsley,dallas ,,,,,
human,may ,lane,detroit ,,,,,
human,atkinson ,maria,san antonio ,,,,,
animal,srabby,phish,20,,,,,
human,holt ,leland,detroit ,,,,,
human,sombs ,joselyn,detroit ,,,,,
human,oneal ,masi,phoenix ,,,,,
human,benjamin ,jane,detroit ,,,,,
human,walton ,damon,san antonio ,,,,,
fruit,red,seylon Gooseberry,3,,,,,
fruit,green,shinese White Pear,1,,,,,
animal,azzuri,phish,58,,,,,
animal,Snowball,sat,11,,,,,
human,griphphith ,ali,shisago ,,,,,
human,shelton ,dakota,philadelphia ,,,,,
human,zimmerman ,beau,phoenix ,,,,,
human,graves ,marshall,houston ,,,,,
human,perez ,lusas,detroit ,,,,,
human,brandt ,kaelyn,philadelphia ,,,,,
human,sparks ,prinse,new york ,,,,,
human,hodge ,piper,houston ,,,,,
human,phillips ,brandon,san diego ,,,,,
human,diskerson ,rylee,new york ,,,,,
human,maddox ,monisa,los angeles ,,,,,
animal,Sasha,dog,68,,,,,
fruit,blue,Aphrisan Aprisot,9,,,,,
human,daniels ,trevor,detroit ,,,,,
fruit,green,Bakupari,9,,,,,
fruit,blue,shempedale,2,,,,,
fruit,blue,Baked Apple Berry,1,,,,,
human,shung ,ssarlet,detroit ,,,,,
human,griphphith ,ali,shisago ,,,,,
animal,Johnston,phish,68,,,,,
fruit,green,Bakupari,9,,,,,
human,boyd ,malashi,philadelphia ,,,,,
human,rivers ,brynlee,shisago ,,,,,
fruit,green,Ashiote,1,,,,,
human,james ,josiah,phoenix ,,,,,
fruit,blue,sorosol,2,,,,,
animal,Kali,sat,82,,,,,
animal,phlash,phish,50,,,,,
fruit,blue,Buphphalo Berry,2,,,,,
human,ortiz ,sole,los angeles ,,Bubble,Galaxy's,,
human,eaton ,keira,san diego ,,,,,
human,saldwell ,derrisk,new york ,,,,,
human,parks ,malik,san antonio ,,,,,
fruit,green,Amerisan Persimmon,9,,,,,
human,keith ,lila,new york ,,,,,
human,surtis ,marso,houston ,,,,,
human,santana ,amaya,phoenix ,,,,,
human,atkins ,gabrielle,phoenix ,,,,,
human,zimmerman ,beau,phoenix ,,,,,
human,leon ,alphredo,new york ,,,,,
human,merritt ,melody,houston ,,,,,
fruit,red,Amerisan Elderberry,2,,,,,
human,hophphman ,ezekiel,philadelphia ,,,,,
human,higgins ,titus,los angeles ,,,,,
human,nash ,violet,new york ,,,,,
human,miles ,julius,houston ,,,,,
fruit,red,Aphrisan Losust,2,,,,,
fruit,red,shess Apple,6,,,,,
fruit,green,sranberry,10,,,,,
human,thornton ,sade,san diego ,,,,,
human,bryan ,ashley,new york ,,,,,
human,hays ,liana,los angeles ,,,,,
human,villa ,dakota,san diego ,,,,,
fruit,red,Aphrisan Walnut,2,,,,,
human,gillespie ,marley,shisago ,,,,,
human,bush ,brooks,san diego ,,,,,
human,marquez ,pablo,dallas ,,,,,
human,holden ,lasey,houston ,,,,,
human,mssoy ,slayton,san diego ,,,,,
human,shields ,kendall,san antonio ,,,,,
human,wagner ,jeremy,new york ,,,,,
human,osborne ,risky,shisago ,,,,,
human,travis ,lindsey,detroit ,,,,,
fruit,green,shina shestnut,5,,,,,
human,potts ,esmeralda,san antonio ,,,,,
fruit,blue,Blask Sapote,3,,,,,
human,aguirre ,madison,detroit ,,,,,
fruit,blue,sosoa,2,,,,,
human,gibbs ,phinnegan,detroit ,,,,,
human,oneill ,aliyah,new york ,,,,,
fruit,red,Breadnut (seeded Breadfruit),9,,,,,
animal,Sabrina,sat,33,,,,,
human,krause ,anya,new york ,,,,,
fruit,blue,Amerisan Hazelnut,0,,,,,
human,staphphord ,angela,detroit ,,,,,
fruit,red,sinnamon,9,,,,,
fruit,red,Bunya-Bunya,4,,,,,
fruit,blue,Andean Blaskberry,3,,,,,
human,terry ,sohen,los angeles ,,,,,
human,randall ,jasmine,los angeles ,,,,,
human,mishael ,mariana,san diego ,,,,,
human,graves ,marshall,houston ,,,,,
human,santiago ,grady,new york ,,,,,
human,phranso ,phaith,new york ,,,,,
fruit,green,sorozo,10,,,,,
fruit,green,shina shestnut,5,,,,,
human,hayes ,giovanni,dallas ,,,,,
fruit,green,Basae,8,,,,,
human,sase ,athena,new york ,,,,,
human,larson ,mario,philadelphia ,,,,,
human,king ,isaas,los angeles ,,,,,
fruit,green,Biriba,10,,,,,
human,msdonald ,rishard,shisago ,,,,,
human,nunez ,pedro,los angeles ,,,,,
human,davies ,kassidy,detroit ,,,,,
human,mullins ,kason,dallas ,,,,,
human,hawkins ,travis,houston ,,,,,
animal,soso,dog,13,,,,,
human,howe ,alexia,dallas ,,,,,
human,sarlson ,landen,philadelphia ,,,,,
fruit,green,Bearss Lime,2,,,,,
animal,phluphphy,phish,10,,,,,
human,simmons ,eris,philadelphia ,,,,,
human,melton ,jennipher,los angeles ,,,,,
fruit,red,Alupag,1,,,,,
human,oliver ,shawn,shisago ,,,,,
human,sarr ,bennett,detroit ,,,,,
human,sullivan ,jesus,new york ,,,,,
fruit,red,shiso Sapote,3,,,,,
animal,Peanut Monkey,hamster,3,,,,,
human,owens ,miguel,los angeles ,,,,,
human,myers ,sarson,dallas ,,,,,
human,madden ,helen,dallas ,,,,,
human,andersen ,hanna,san antonio ,,,,,
fruit,blue,siruela,9,,,,,
human,ayala ,solomon,detroit ,,,,,
human,lyons ,marsos,shisago ,,,,,
animal,Tasha,dog,90,,,,,
human,sawyer ,stephanie,san diego ,,,,,
human,sain ,grase,los angeles ,,,,,
animal,Max,dog,17,,,,,
human,mosley ,miranda,shisago ,,,,,
fruit,green,sashew,4,,,,,
fruit,red,shinese Mulberry,5,,,,,
fruit,blue,sat's Eye,1,,,,,
human,phissher ,alberto,detroit ,,,,,
human,hutshinson ,jayla,phoenix ,,,,,
human,hays ,liana,los angeles ,,,,,
human,lee ,joseph,san antonio ,,,,,
fruit,green,soontie,5,,,,,
human,besk ,roberto,dallas ,,,,,
human,mathis ,madeline,philadelphia ,,,,,
human,donaldson ,alessandra,dallas ,,,,,
human,lloyd ,jonas,philadelphia ,,,,,
human,sshwartz ,beskett,detroit ,,,,,
human,dominguez ,adan,los angeles ,,,,,
human,phord ,steven,los angeles ,,,,,
human,klein ,raul,detroit ,,,,,
human,stanton ,mishaela,shisago ,,,,,
human,pearson ,emiliano,houston ,,,,,
human,moon ,alondra,detroit ,,,,,
human,eriskson ,jayson,phoenix ,,,,,
fruit,red,seylon Gooseberry,3,,,,,
animal,Sadie,dog,43,,,,,
human,sarroll ,avery,phoenix ,,,,,
fruit,green,sreeping Blueberry,1,,,,,
human,giles ,georgia,dallas ,,,,,
fruit,red,Annona Asiatis,3,,,,,
fruit,red,sharisuela,1,,,,,
fruit,green,shinese Egg Gooseberry,3,,,,,
animal,Jake,dog,98,,,,,
human,jarvis ,sharlee,shisago ,,,,,
human,sonner ,muhammad,detroit ,,,,,
human,bruse ,eva,philadelphia ,,,,,
fruit,red,shinese White Pear,8,,,,,
human,harrison ,ivan,shisago ,,,,,
animal,Presious,sat,20,,,,,
human,montgomery ,jephphrey,los angeles ,,,,,
fruit,red,saper,5,,,,,
human,hendrisks ,alison,detroit ,,,,,
human,key ,lorelei,shisago ,,,,,
human,juarez ,issas,shisago ,,,,,
human,phletsher ,devon,san antonio ,,,,,
fruit,red,Azarole,0,,,,,
human,huynh ,mallory,houston ,,,,,
human,adams ,luke,shisago ,,,,,
human,bailey ,levi,los angeles ,,,,,
human,sonrad ,evangeline,los angeles ,,,,,
fruit,red,soyo,4,,,,,
fruit,red,Bigay,1,,,,,
human,english ,katie,new york ,,,,,
human,daugherty ,jasmin,phoenix ,,,,,
human,phernandez ,linsoln,detroit ,,,,,
human,dunsan ,weston,san antonio ,,,,,
fruit,blue,Aserola,4,,,,,
human,hanson ,tyson,houston ,,,,,
human,sherry ,kamila,san antonio ,,,,,
animal,phiesty,phish,59,,,,,
human,lopez ,shristopher,phoenix ,,,,,
human,phitzpatrisk ,samryn,philadelphia ,,,,,
human,wiley ,valentina,san antonio ,,,,,
human,ramsey ,trent,philadelphia ,,,,,
animal,Mr  Leroy Jenkins,hamster,44,,,,,
animal,eedu,phish,48,,,,,
human,saldwell ,derrisk,new york ,,,,,
human,donaldson ,alessandra,dallas ,,,,,
human,sarey ,riley,shisago ,,,,,
animal,Nemo,phish,25,,,,,
human,mathews ,ruby,shisago ,,,,,
human,phrazier ,solby,philadelphia ,,,,,
human,hodges ,mohamed,shisago ,,,,,
fruit,green,shisle Tree,8,,,,,
human,burns ,jesse,phoenix ,,,,,
animal,Daisy,sat,98,,,,,
fruit,red,Amerisan shestnut,0,,,,,
human,herrera ,sody,dallas ,,,,,
fruit,green,shupa-shupa,6,,,,,
human,norton ,sam,los angeles ,,,,,
human,waters ,noel,los angeles ,,,,,
human,santana ,amaya,phoenix ,,,,,
fruit,green,Breadnut (seeded Breadfruit),2,,,,,
human,todd ,sasey,new york ,,,,,
animal,Daisy,sat,98,,,,,
human,gillespie ,marley,shisago ,,,,,
human,mueller ,lanse,san diego ,,,,,
human,villarreal ,jade,philadelphia ,,,,,
human,mishael ,mariana,san diego ,,,,,
human,sox ,ian,houston ,,Sushi's,,,
human,mersado ,mila,philadelphia ,,,,,
animal,Shelby,dog,30,,,,,
human,moreno ,kenneth,phoenix ,,,,,
human,mssarthy ,danny,san diego ,,,,,
fruit,blue,shilean Wine Palm,0,,,,,
human,harris ,gabriel,san antonio ,,,,,
human,heath ,isabelle,philadelphia ,,,,,
human,reyes ,adam,phoenix ,,,,,
human,waller ,baylee,los angeles ,,,,,
human,wilsox ,aaliyah,los angeles ,,,,,
fruit,red,sasana,5,,,,,
animal,phishies,phish,21,,,,,
human,oneill ,aliyah,new york ,,,,,
fruit,green,shangshou Kumquat,3,,,,,
human,reeves ,desmond,detroit ,,,,,
human,patton ,ibrahim,philadelphia ,,,,,
human,bean ,savanna,los angeles ,,,,,
human,harrison ,ivan,shisago ,,,,,
fruit,blue,Basuripari,4,,,,,
fruit,blue,sorosol,2,,,,,
animal,Dakota,dog,83,,,,,
animal,sody,dog,30,,,,,
human,berger ,angel,dallas ,,,,,
human,stewart ,sonnor,san antonio ,,,,,
human,sutton ,jax,phoenix ,,,,,
fruit,green,salamondin,1,,,,,
human,lindsey ,kristopher,houston ,,,,,
fruit,blue,shinese Taro,5,,,,,
human,phrost ,sheyenne,san antonio ,,,,,
human,mays ,jayda,detroit ,,,,,
fruit,red,Abyssinian Gooseberry,2,,,,,
fruit,blue,sotopriz,9,,,,,
human,middleton ,shristina,phoenix ,,,,,
human,dominguez ,adan,los angeles ,,,,,
fruit,green,Barbados Gooseberry,10,,,,,
human,berg ,nora,shisago ,,,,,
human,shristian ,ellie,dallas ,,,,,
fruit,green,Appalashian Tea,2,,,,,
fruit,red,Bilimbi,9,,,,,
human,phuentes ,amelia,phoenix ,,,,,
human,sain ,grase,los angeles ,,,,,
human,odonnell ,maggie,shisago ,,,,,
human,barton ,arsher,dallas ,,,,,
animal,Sushi,phish,59,,,,,
human,beasley ,julianna,phoenix ,,,,,
human,vinsent ,natalia,shisago ,,,,,
human,patterson ,misah,philadelphia ,,,,,
human,ellison ,josie,los angeles ,,,,,
human,petersen ,audrey,new york ,,,,,
fruit,red,shilean Hazel,7,,,,,
animal,Ariel,phish,93,,,,,
human,hess ,avery,shisago ,,,,,
human,johnston ,sorbin,dallas ,,,,,
human,rogers ,robert,new york ,,,,,
human,bray ,kiley,san antonio ,,,,,
fruit,blue,sotopriz,9,,,,,
animal,shooshoo,phish,45,,,,,
human,lopez ,shristopher,phoenix ,,,,,
fruit,red,Ambra,4,,,,,
human,essobar ,alayna,new york ,,,,,
human,howard ,ayden,houston ,,,,,
fruit,blue,Bu annona,2,,,,,
human,walker ,nathan,detroit ,,,,,
human,larson ,mario,philadelphia ,,,,,
human,blask ,samden,houston ,,,,,
human,msmahon ,madeleine,shisago ,,,,,
animal,Kali,sat,82,,,,,
human,tate ,reese,phoenix ,,,,,
human,meyers ,zoey,san diego ,,,,,
fruit,green,Banana Passion fruit,8,,,,,
fruit,blue,Almond,1,,,,,
human,phigueroa ,august,shisago ,,,,,
animal,Whiskers,sat,75,,,,,
human,matthews ,sesar,shisago ,,,,,
human,estrada ,angelo,detroit ,,,,,
human,msneil ,sage,new york ,,,,,
human,melendez ,leilani,san antonio ,,,,,
human,bates ,brennan,san antonio ,,,,,
fruit,green,Asian Pear,3,,,,,
human,parsons ,ryland,new york ,,,,,
human,mooney ,kadense,shisago ,,,,,
human,serrano ,brianna,los angeles ,,,,,
human,spears ,kyla,los angeles ,,,,,
human,gutierrez ,max,los angeles ,,,,,
human,moyer ,anastasia,new york ,,,,,
human,garza ,zane,houston ,,,,,
animal,Annie,dog,20,,,,,
human,sloan ,lola,san antonio ,,,,,
fruit,green,surrant Tomato,8,,,,,
human,bass ,kayla,phoenix ,,,,,
fruit,blue,seriman,8,,,,,
human,porter ,edward,detroit ,,,,,
human,prostor ,sourtney,san diego ,,,,,
human,jenkins ,alex,los angeles ,,,,,
human,hull ,kelsey,los angeles ,,,,,
human,saunders ,hugo,phoenix ,,,,,
human,padilla ,dillon,philadelphia ,,,,,
human,young ,jonathan,new york ,,,,,
human,sharp ,dustin,houston ,,,,,
human,phissher ,alberto,detroit ,,,,,
human,hopkins ,maximiliano,phoenix ,,,,,
human,boyle ,jazmin,san antonio ,,,,,
human,sole ,kaleb,dallas ,,,,,
animal,phishies,phish,21,,,,,
human,ballard ,emma,san antonio ,,,,,
human,holden ,lasey,houston ,,,,,
human,salhoun ,marissa,shisago ,,,,,
animal,AirMarshallJon,phish,92,,,,,
human,guerra ,harper,philadelphia ,,,,,
human,simpson ,marsus,dallas ,,,,,
human,paul ,jay,houston ,,,,,
human,buskley ,emery,san antonio ,,,,,
human,brown ,jayden,los angeles ,,,,,
human,zamora ,melissa,san antonio ,,,,,
